What is your university name ?,What is your current level of education?,How often do you use AI tools like ChatGPT  for academic purposes?,How do you think ChatGPT has influenced teaching methods in your courses?,Has ChatGPT influenced your approach to solving complex academic problems or  assignments  ? ,Do you use ChatGPT for group study or collaborative learning ?,Do you feel that AI assists you in self-paced learning ?, Does ChatGPT help improve critical thinking and problem-solving?,"Has ChatGPT provided useful guidance on your career path or educational choices ?",How worried are you about the privacy and safety of your personal data when using AI tools like ChatGPT for academic tasks?,Do you think relying too much on AI tools like ChatGPT could harm students creativity and critical thinking skills?,Do you believe using AI tools like ChatGPT reduces your creativity and critical thinking?,Do you believe AI tools (like ChatGPT) improve your learning experience?
Daffodil international University ,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Strongly agree,Sometimes,Yes
Daffodil international University ,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Not Sure,Yes,worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Not Sure,Yes,Not Sure,worried,Agree,Sometimes,Maybe
Daffodil international University ,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Strongly disagree,Yes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Yes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Yes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Yes,Yes
Daffodil international University ,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Not Sure,Yes,worried,Strongly agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Strongly agree,Sometimes,Yes
Daffodil international University ,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Not Sure,Yes,Yes,worried,Agree,Sometimes,Yes
Daffodil international University ,Undergraduate,Weekly,It has improved teaching methods significantly,Not Sure,Sometime,Yes,Yes,Not Sure,Somewhat worried,Agree,Sometimes,Yes
Daffodil international University ,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Not Sure,Yes,Yes,worried,Agree,Sometimes,Yes
Daffodil international University ,Undergraduate,Weekly,It has improved teaching methods significantly,Not Sure,Yes,Yes,Yes,Not Sure,worried,Strongly agree,Sometimes,Yes
Daffodil international University ,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Yes,Maybe
Daffodil international University ,Undergraduate,Never,It has had no impact on teaching methods,No,No,Not Sure,Not Sure,Not Sure,Somewhat worried,Strongly agree,Yes,No
 Daffodil international University ,Postgraduate,Never,It has slightly improved teaching methods,No,No,No,No,No,Not worried,Neutral,No,No
Daffodil international University ,Undergraduate,Never,It has slightly improved teaching methods,No,No,No,No,No,Not worried,Disagree,Sometimes,No
Sunamganj Science and Technology University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
Sheikh Hasina University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
 Sheikh Hasina University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Not Sure,Yes,Yes,worried,Agree,Yes,Yes
Sheikh Hasina University,Undergraduate,Daily,It has had no impact on teaching methods,Yes,Sometime,Yes,Yes,Not Sure,Somewhat worried,Strongly agree,Sometimes,Yes
Sheikh Hasina University,Undergraduate,Never,I am not sure how it affects teaching methods,No,No,No,No,No,Somewhat worried,Disagree,No,No
Sheikh Hasina University,Undergraduate,Never,It has had no impact on teaching methods,No,No,No,No,No,Somewhat worried,Strongly disagree,Yes,No
Sheikh Hasina University,Undergraduate,Monthly,I am not sure how it affects teaching methods,Not Sure,Sometime,No,Not Sure,No,Somewhat worried,Strongly disagree,Sometimes,No
Sheikh Hasina University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Neutral,Yes,Yes
Sheikh Hasina University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Agree,Yes,Maybe
Sheikh Hasina University,Postgraduate,Daily,It has slightly improved teaching methods,Not Sure,Sometime,Yes,Not Sure,Not Sure,worried,Agree,Sometimes,Yes
Sheikh Hasina University,Undergraduate,Weekly,It has slightly improved teaching methods,Not Sure,Yes,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Never,It has had no impact on teaching methods,Not Sure,No,No,Not Sure,No,Not worried,Agree,Sometimes,No
Sheikh Hasina University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Not Sure,Yes,Yes,Not worried,Agree,Yes,Yes
Sheikh Hasina University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Agree,Sometimes,Yes
Sheikh Hasina University,Undergraduate,Daily,It has slightly improved teaching methods,Not Sure,Yes,Yes,Not Sure,Yes,Somewhat worried,Neutral,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Weekly,It has improved teaching methods significantly,Not Sure,Yes,Yes,Not Sure,Yes,Somewhat worried,Agree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Weekly,It has had no impact on teaching methods,Yes,Sometime,Yes,Yes,Yes,worried,Disagree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Yes,Yes
Sheikh Hasina University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Not Sure,Somewhat worried,Neutral,Yes,Yes
Sheikh Hasina University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Yes,Yes
Sheikh Hasina University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Sometimes,Yes
Sheikh Hasina University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Strongly agree,No,Yes
Sheikh Hasina University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Not Sure,Not worried,Strongly agree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Not Sure,Sometime,Not Sure,Yes,Yes,Not worried,Strongly agree,Sometimes,Maybe
Sheikh Hasina University,Undergraduate,Weekly,It has had no impact on teaching methods,Not Sure,Sometime,Yes,Not Sure,Yes,Somewhat worried,Agree,Sometimes,Maybe
Sheikh Hasina University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Agree,Sometimes,Maybe
Sheikh Hasina University,Postgraduate,Daily,It has slightly improved teaching methods,Not Sure,Yes,Not Sure,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Weekly,It has slightly improved teaching methods,Not Sure,Yes,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
Sheikh Hasina University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
Islamic University,Undergraduate,Monthly,It has slightly improved teaching methods,Not Sure,Sometime,Not Sure,Not Sure,Not Sure,"Somewhat worried, Not worried",Neutral,Sometimes,Maybe
Islamic University,Postgraduate,Never,It has had no impact on teaching methods,No,No,No,No,Not Sure,Not worried,Agree,No,No
Islamic University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Not Sure,worried,Agree,Yes,No
Islamic University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,worried,Neutral,Yes,Yes
Sheikh Hasina University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Strongly disagree,Yes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
city university,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Never,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Neutral,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Yes,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Not Sure,Somewhat worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Strongly agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Not Sure,Yes,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Postgraduate,Weekly,It has improved teaching methods significantly,Not Sure,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,Not worried,Agree,Sometimes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Not Sure,Yes,worried,Strongly agree,Yes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Yes,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Not Sure,Yes,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
 city university,Undergraduate,Weekly,It has slightly improved teaching methods,Not Sure,Yes,Yes,Not Sure,Yes,worried,Agree,Sometimes,Maybe
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Not Sure,Yes,worried,Agree,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Not Sure,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
city university,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Neutral,Sometimes,Yes
city university,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Neutral,Yes,Yes
city university,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Sometime,Yes,Yes,No,worried,Strongly disagree,Sometimes,Yes
 city university,Postgraduate,Never,I am not sure how it affects teaching methods,No,No,No,No,No,Somewhat worried,Strongly agree,No,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Not Sure,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Not Sure,Yes,Yes,worried,Disagree,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,Somewhat worried,Neutral,Yes,Yes
city university,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Not Sure,worried,Agree,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Disagree,Yes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Not Sure,Yes,Yes,Yes,Yes,Somewhat worried,Strongly disagree,Yes,Yes
city university,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometime,Not Sure,Not Sure,Not Sure,worried,Strongly agree,Sometimes,Maybe
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Not Sure,Yes,Yes,No,Yes,worried,Neutral,Sometimes,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Yes,Yes,Yes,Somewhat worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Yes,worried,Agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Not Sure,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Yes
city university,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Yes,Somewhat worried,Agree,Sometimes,Yes
city university,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometime,Yes,Yes,Not Sure,worried,Agree,Sometimes,Maybe
city university,Undergraduate,Never,It has improved teaching methods significantly,No,No,Not Sure,No,Not Sure,Not worried,Disagree,No,Yes
city university,Postgraduate,Daily,It has slightly improved teaching methods,Not Sure,Yes,Not Sure,Not Sure,Not Sure,worried,Neutral,Sometimes,Maybe
city university,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,Sometime,Yes,Not Sure,Not Sure,Not worried,Neutral,Sometimes,Yes
city university,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometime,Not Sure,Yes,Yes,Not worried,Agree,Yes,Maybe
city university,Postgraduate,Monthly,It has had no impact on teaching methods,Yes,Sometime,Not Sure,Not Sure,Not Sure,Not worried,Strongly disagree,Sometimes,Maybe
city university,Undergraduate,Weekly,It has improved teaching methods significantly,Not Sure,Yes,Yes,Yes,Not Sure,worried,Strongly agree,Sometimes,Yes
city university,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Not Sure,Yes,Yes,worried,Agree,Yes,Yes
city university,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Not Sure,Yes,worried,Agree,Sometimes,Yes
